ID,SKU,IMAGE,PRICE,TITLE,HANDLE,CPU,GPU,RAM,STORAGE,COOLER,MOTHERBOARD,CASE,PSU,INVENTORY,COMPARE PRICE,TYPE,CATEGORY,USECASE,form_factor,persona_tags,style_tags,strengths,target_resolution,score_res_1080p,score_res_1440p,score_res_1440p_heavy,score_res_4k_light,score_res_4k_heavy,score_game_fortnite,score_game_gta_v,score_game_cod,score_game_diablo,score_game_starfield,score_game_league,score_game_sim_racing,score_game_flight_sim,score_game_cyberpunk,score_game_apex,score_game_valorant,score_game_bg3,score_work_documents,score_work_creative,score_work_coding,score_work_3d,score_study_assignments,score_study_online_classes,score_study_creative_software,score_study_stem,score_essentials_browsing,score_essentials_streaming,score_essentials_office_apps,score_essentials_light_gaming
Custom_88,X-16 PRO - RTX 5070TI,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Selector_5070ti.webp,3399 ,X-16 PRO - RTX 5070TI,https://aftershockpc.com.au/pc-models/x-16-pro-5070ti,Intel Core Ultra 9 275HX Processor (24 Cores),NVIDIA Geforce RTX 5070Ti 12GB GDDR7,32GB Crucial 5600MHz DDR5 SODIMM (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD",Liquid Metal Thermal Cooling,Intel Wi-Fi 6E AX211 + Bluetooth 5.3,#REF!,99 Whr Extra Large Battery,1,,Laptop,Custom,Workstation,Laptop,"[""Software Developer"", ""Home Office"", ""Creative Professional"", ""Engineering Student""]","[""Premium Aesthetic""]","[""best-for-creative-workflows""]","[""1080p""]",7,5,4,4,2,8,7,8,7,8,9,8,8,7,9,10,7,8,8,8,8,9,10,8,9,10,10,10,10
Custom_89,Wild Flower,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/SLP_wildflower_Selector.webp,1649 ,Wild Flower,https://aftershockpc.com.au/pc-models/botanical-wildflower,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 240mm - White, 5 x Aftershock Omni RGB 120mm Fans - White",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Wild Flower Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""High Airflow"", ""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_90,Minecraft Springtime Creeper,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Spring_Creeper.webp?v=1746188905,1449 ,Minecraft Springtime Creeper,https://aftershockpc.com.au/pc-models/minecraft-springtime-creeper,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 5 x Aftershock Omni RGB 120mm Fans + CPU Fan",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Springtime Creeper Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Student"", ""Budget-Conscious"", ""Light Gamer""]","[""RGB Showcase""]","[""budget-friendly""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_91,Minecraft Creeper,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Creeper_Selector_6c569d5d-1fd5-45cf-8cb9-9ca8a9124789.webp,1449 ,Minecraft Creeper,https://aftershockpc.com.au/pc-models/minecraft-creeper,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 5 x Aftershock Omni RGB 120mm Fans + CPU Fan",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Creeper Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Student"", ""Budget-Conscious"", ""Light Gamer""]","[""RGB Showcase""]","[""budget-friendly""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_92,Minecraft Cobblestone,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Cob_Selector.webp?v=1746188906,1449 ,Minecraft Cobblestone,https://aftershockpc.com.au/pc-models/minecraft-cobblestone,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 5 x Aftershock Omni RGB 120mm Fans + CPU Fan",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Cobblestone Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Student"", ""Budget-Conscious"", ""Light Gamer""]","[""RGB Showcase""]","[""budget-friendly""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_93,Minecraft Obsidian,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Obs_Selector_76a94e78-d11f-4143-987d-26b2058a7f69.webp?v=1746188905,1449 ,Minecraft Obsidian,https://aftershockpc.com.au/pc-models/minecraft-obsidian,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 5 x Aftershock Omni RGB 120mm Fans + CPU Fan",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Obsidian Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Student"", ""Budget-Conscious"", ""Light Gamer""]","[""RGB Showcase""]","[""budget-friendly""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_94,Minecraft Ender Dragon,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Ender_Dragon_Selector_9f7784ca-8e33-4f0d-b3bb-6c4c8ecc7b83.webp?v=1746188906,1449 ,Minecraft Ender Dragon,https://aftershockpc.com.au/pc-models/minecraft-ender-dragon,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 5 x Aftershock Omni RGB 120mm Fans + CPU Fan",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Ender Dragon Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Student"", ""Budget-Conscious"", ""Light Gamer""]","[""RGB Showcase""]","[""budget-friendly""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_95,Minecraft Grass Block,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Dirt_Selector_4032fc64-6e30-4c86-b966-adda18abb25e.webp?v=1746188905,1449 ,Minecraft Grass Block,https://aftershockpc.com.au/pc-models/minecraft-grass-block,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 5 x Aftershock Omni RGB 120mm Fans + CPU Fan",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Grass Block Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Student"", ""Budget-Conscious"", ""Light Gamer""]","[""RGB Showcase""]","[""budget-friendly""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_96,Minecraft Axolotl,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Axy_Selector_2c59a014-3fcb-4db1-8baa-b7d9e9747818.webp?v=1746188905,1449 ,Minecraft Axolotl,https://aftershockpc.com.au/pc-models/minecraft-axolotl,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 5 x Aftershock Omni RGB 120mm Fans + CPU Fan",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Axolotl Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Student"", ""Budget-Conscious"", ""Light Gamer""]","[""RGB Showcase""]","[""budget-friendly""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_97,Titan AI GPU Server - 4U,https://images.prismic.io/aftershockpc/Zl1VbaWtHYXtUAaX_thumbnail.png,38900 ,Titan AI GPU Server - 4U,https://aftershockpc.com.au/pc-models/esc8000a-e12,#REF!,#REF!,128GB Micron ECC CL46 5600MHz (4x32GB)  - DDR5,1.92TB Samsung PM1743 2.5&#x27;&#x27; U.2  U.3 Gen 5 NVMe SSD  (R 14000 MBs | W 3000 MBs),#REF!,,#REF!,,1,,Desktop,Custom,Workstation,Desktop,"[""Light Gamer""]","[""Minimalist""]","[""excellent-1440p-performance""]",[],3,3,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,6,4,5,3,6,10,4,5,10,10,10,4
Custom_98,X-16 PRO - RTX 5090,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Selector_5090.webp,5799 ,X-16 PRO - RTX 5090,https://aftershockpc.com.au/pc-models/x-16-pro-5090,Intel Core Ultra 9 275HX Processor (24 Cores),NVIDIA Geforce RTX 5090 24GB GDDR7,32GB Crucial 5600MHz DDR5 SODIMM (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD",Liquid Metal Thermal Cooling,Intel Wi-Fi 6E AX211 + Bluetooth 5.3,#REF!,99 Whr Extra Large Battery,1,,Laptop,Custom,Workstation,Laptop,"[""Software Developer"", ""Home Office"", ""Creative Professional"", ""Engineering Student""]","[""Premium Aesthetic""]","[""excellent-1440p-performance"", ""future-proof-specs"", ""best-for-creative-workflows""]","[""1080p"", ""1440p""]",10,8,6,5,5,10,9,10,9,9,10,10,9,9,10,10,9,8,9,8,9,9,10,9,9,10,10,10,10
Custom_99,Apex 16R - RTX 5060,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Apex16R_5060-s_31934fac-5e90-4168-90cc-c9ebee60dce7.webp?v=1750207767,1999 ,Apex 16R - RTX 5060,https://aftershockpc.com.au/pc-models/apex-16r-5060,AMD Ryzen 9 8940HX Processor (16 Cores),NVIDIA Geforce RTX 5060 8GB,16GB Crucial 5600MHz DDR5 SODIMM (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD",#REF!,AMD RZ616 Wi-Fi 6E + Bluetooth 5.2,#REF!,80 Whr Large Battery,1,,Laptop,Custom,Workstation,Laptop,"[""Light Gamer""]","[""Minimalist""]","[""excellent-1440p-performance""]",[],5,4,3,2,2,5,5,5,5,5,6,5,5,5,6,7,5,6,5,5,5,7,10,6,6,10,10,10,7
Custom_100,Taro Bubble Tea V2,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/taro_configuratormobile.webp?v=1750207041,1699 ,Taro Bubble Tea V2,https://aftershockpc.com.au/pc-models/taro-bubble-tea-v2,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 240mm - White, 8 x Aftershock Pastel RGB 120mm Fans - Purple",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Bubble Tea Taro V2 Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_101,Strawberry Bubble Tea V2,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/strawberry_configuratormobile.webp?v=1750206795,1699 ,Strawberry Bubble Tea V2,https://aftershockpc.com.au/pc-models/strawberry-bubble-tea-v2,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 240mm - White, 8 x Aftershock Pastel RGB 120mm Fans - Pink",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Bubble Tea Strawberry V2 Chassis - PRE ORDER - ETA 20th August,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_102,Apex 16R - RTX 5070,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Apex16R_5070-s.webp?v=1750297594,2299 ,Apex 16R - RTX 5070,https://aftershockpc.com.au/pc-models/apex16r-5070,AMD Ryzen 9 8940HX Processor (16 Cores),NVIDIA Geforce RTX 5070 8GB,16GB Crucial 5600MHz DDR5 SODIMM (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD",#REF!,AMD RZ616 Wi-Fi 6E + Bluetooth 5.2,#REF!,80 Whr Large Battery,1,,Laptop,Custom,Workstation,Laptop,"[""1440p Gamer""]","[""Minimalist""]","[""excellent-1440p-performance""]","[""1080p""]",7,5,4,4,2,7,6,7,6,6,7,7,6,6,8,8,6,6,6,5,6,7,10,6,6,10,10,10,10
Custom_103,Matcha Bubble Tea V2,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/green_configuratormobile.png?v=1750206262,1699 ,Matcha Bubble Tea V2,https://aftershockpc.com.au/pc-models/matcha-bubble-tea-v2,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 240mm - White, 8 x Aftershock Pastel RGB 120mm Fans - Green",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Bubble Tea Matcha V2 Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_104,Blueberry Bubble Tea V2,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/blue_configuratormobile.webp?v=1750206095,1699 ,Blueberry Bubble Tea V2,https://aftershockpc.com.au/pc-models/blueberry-bubble-tea-v2,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 240mm - White, 8 x Aftershock Pastel RGB 120mm Fans - Blue",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Bubble Tea Blueberry V2 Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_105,Banana Bubble Tea V2,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/banana_configuratormobile.webp?v=1750152712,1699 ,Banana Bubble Tea V2,https://aftershockpc.com.au/pc-models/banana-bubble-tea-v2,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060 Windforce Max OC - 8GB,16GB Team T-Force Delta RGB 6000MHz (2x8GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 240mm - White, 8 x Aftershock Pastel RGB 120mm Fans - Yellow",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Bubble Tea Banana V2 Chassis,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Light Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,5,5,5,5,6,10,5,6,10,10,10,7
Custom_106,Tax Back Rapid - White,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Rapid_WH_Selector_70cc6732-8e73-4565-a067-be46d668ada7.png?v=1751350220,1699 ,Tax Back Rapid - White,https://aftershockpc.com.au/pc-models/taxback-rapid-wht,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5060Ti Eagle Ice OC - 8GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB) - White,"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD",Aftershock M-42 Frost Air Cooler - White,Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Aftershock Rapid Lite - White,650W MSI A650BN 80+ Bronze,1,,Desktop,Custom,Gaming,Desktop,"[""Engineering Student"", ""Light Gamer""]","[""RGB Showcase"", ""White Build""]","[""excellent-1440p-performance""]",[],6,5,4,3,2,5,5,5,5,5,6,5,5,5,6,6,5,6,5,5,5,7,10,6,7,10,10,10,7
Custom_107,Tax Back Nimbus Mini,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Nimbus_Mini_Black_Selector_1a5d0a88-2131-4c22-8c09-ef87c15b2b98.png?v=1751354175,1999 ,Tax Back Nimbus Mini,https://aftershockpc.com.au/pc-models/taxback-nimbus-mini,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5070 Windforce OC - 12GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - Black, 6 x Black Chassis 120mm Fans + CPU Fan",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Aftershock Nimbus Mini - Black,750W Inwin 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Engineering Student""]","[""Compact"", ""RGB Showcase""]","[""compact-form-factor""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,6,6,5,6,7,7,6,6,6,5,6,7,10,6,7,10,10,10,10
Custom_108,Tax Back Chamber - White,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Chamber_WH_Mobile_Banner.webp?v=1751355000,2999 ,Tax Back Chamber - White,https://aftershockpc.com.au/pc-models/taxback-chamber-wht,AMD Ryzen 7 7800X3D | 5.0 GHz | 8 Cores 16 Threads,Zotac RTX 5070Ti Solid Core OC White - 16GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB) - White,"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 240mm - White, 6 x Aftershock Omni RGB 120mm Fans - White",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Aftershock Chamber - White,750W Inwin 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Software Developer"", ""Home Office"", ""Engineering Student""]","[""RGB Showcase"", ""White Build""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,8,7,7,7,7,9,8,7,7,8,9,7,8,7,8,7,9,10,8,8,10,10,10,10
Custom_109,Tax Back Avatar - White,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Avatar_Selector_aaf1ee15-3663-4aa8-afc5-a5436f8218b2.png?v=1751354176,2249 ,Tax Back Avatar - White,https://aftershockpc.com.au/pc-models/taxback-avatar-wht,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5070 Eagle Ice OC - 12GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB) - White,"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - White, 5 x NZXT White 120mm Fans + CPU Fan",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Jonsbo D31 Mesh + LCD Screen - White,750W Inwin 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Engineering Student""]","[""High Airflow"", ""RGB Showcase"", ""White Build""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,6,6,5,6,7,7,6,6,6,5,6,7,10,6,7,10,10,10,10
Custom_110,Tax Back Nimbus,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Nimbus_Selector_c80b6ec3-14f9-4884-95d3-6caa68899e33.png?v=1751354412,3999 ,Tax Back Nimbus,https://aftershockpc.com.au/pc-models/taxback-nimbus,AMD Ryzen 7 7800X3D | 5.0 GHz | 8 Cores 16 Threads,Gigabyte RTX 5080 Gaming OC - 16GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB),"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm, 7 x Aftershock Omni RGB 120mm Fans",Gigabyte B650 Eagle AX - DDR5,Aftershock Nimbus,850W Inwin P85II 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Software Developer"", ""Home Office"", ""Creative Professional"", ""1440p Gamer""]","[""RGB Showcase""]","[""excellent-1440p-performance"", ""best-for-creative-workflows""]","[""1080p"", ""1440p""]",10,9,7,6,5,9,8,9,8,8,10,9,8,8,10,10,8,8,8,8,8,9,10,8,8,10,10,10,10
Custom_111,Tax Back Nimbus - White,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Nimbus_WH_Selector_05a0d1e4-c52f-491b-910c-695305004443.png,3849 ,Tax Back Nimbus - White,https://aftershockpc.com.au/pc-models/taxback-nimbus-wht,AMD Ryzen 7 7800X3D | 5.0 GHz | 8 Cores 16 Threads,Zotac RTX 5080 Solid OC -16GB White,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB) - White,"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm - White, 7 x Aftershock Omni RGB 120mm Fans - White",Gigabyte B650 Eagle AX - DDR5,Aftershock Nimbus - White,850W Inwin P85II 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Software Developer"", ""Home Office"", ""Creative Professional"", ""1440p Gamer""]","[""RGB Showcase"", ""White Build""]","[""excellent-1440p-performance"", ""best-for-creative-workflows""]","[""1080p"", ""1440p""]",10,9,7,6,5,9,8,9,8,8,10,9,8,8,10,10,8,8,8,8,8,9,10,8,8,10,10,10,10
Custom_112,Tax Back Nimbus Mini - White,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Nimbus_Mini_White_Selector_761a169e-1600-40f5-a8d6-545cec5de573.png?v=1751354176,2189 ,Tax Back Nimbus Mini - White,https://aftershockpc.com.au/pc-models/taxback-nimbus-mini-wht,AMD Ryzen 5 7600 | 5.1 GHz | 6 Cores 12 Threads,Gigabyte RTX 5070 Eagle Ice OC - 12GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB) - White,"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock M-42 Frost Air Cooler - White, 6 x NZXT White 120mm Fans + CPU Fan",Gigabyte B650M Gaming Plus Wi-Fi - DDR5,Aftershock Nimbus Mini - White,750W Inwin 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Engineering Student""]","[""Compact"", ""RGB Showcase"", ""White Build""]","[""compact-form-factor""]","[""1080p"", ""1440p""]",8,7,5,4,3,7,6,7,6,6,6,6,5,6,7,7,6,6,6,5,6,7,10,6,7,10,10,10,10
Custom_113,Tax Back Hypergate - White,https://cdn.shopify.com/s/files/1/0522/3320/7988/files/Pentagon_White_Selector_png.webp?v=1751415943,3099 ,Tax Back Hypergate - White,https://aftershockpc.com.au/pc-models/taxback-hypergate-white,AMD Ryzen 7 7800X3D | 5.0 GHz | 8 Cores 16 Threads,Zotac RTX 5070Ti Solid Core OC White - 16GB,32GB Silicon Power XPOWER Storm 6000MHz RGB C36 (2x16GB) - White,"1TB Gen4 Silicon Power US75 M.2. NVME (R 7000MBs | W 6000MBs), No Secondary SSD","Aftershock Glacier Mirror 360mm - White, 7 x Aftershock Omni RGB 120mm Fans - White",Gigabyte B650 Eagle AX - DDR5,NZXT H7 Flow (Mesh Front) - White 2024 Edition,750W Inwin 80+ Gold,1,,Desktop,Custom,Gaming,Desktop,"[""Software Developer"", ""Home Office"", ""Engineering Student""]","[""High Airflow"", ""RGB Showcase"", ""White Build""]","[""excellent-1440p-performance""]","[""1080p"", ""1440p""]",8,7,5,4,3,8,7,7,7,7,9,8,7,7,8,9,7,8,7,8,7,9,10,8,8,10,10,10,10
